UAV_NUM,Avg_Profit,Avg_Reward_Norm,Avg_Reward_Raw
1,5.6035254955291744,-0.3342577223082816,10.603525495529174
2,4.596199984848499,-0.6084346468761253,7.1330524308456
3,3.4995387073606254,-0.6965006341571565,6.083356429316963
4,3.248825974180363,0.3482513864594309,5.7410904888924295
5,2.2659770383499565,0.15573583982961017,5.419262828608308
6,1.303459694981575,-0.04048048747723861,5.17272545491822
7,0.8782219913322479,0.5694682419759752,5.096701338444745
8,-0.7933864720631391,-0.004310612093138477,4.875025700244746
9,-1.7385260302573442,-0.06336097272829996,4.786582542889285
10,-2.540752254333347,0.050163272546962526,4.730065529014175
11,-3.692199171660468,-0.15751770070421361,4.648727054907517
12,-4.3761425343807785,0.268755659980944,4.615915048438017
13,-5.549494359642267,-0.15337380776464166,4.5569704365608565
14,-6.409323259489611,0.045882014550412985,4.526688558967988
15,-7.3669121658196675,0.35754694405142834,4.498508153755759
16,-8.408073509670794,0.1596792396140681,4.466278709431895
17,-9.46872011013329,-0.016498037619239937,4.4352578717456845
18,-10.077985282428562,0.6528464303429874,4.428312487565915
19,-11.367798041924834,0.16343706381696566,4.392016180930372
20,-12.270535758137703,0.3190239249018173,4.37932420892087
21,-13.181591787561775,0.3399463901983947,4.366340147608618
22,-14.338522307015955,0.048101146423602754,4.34290029411113
23,-15.121241354942322,0.2227540026689557,4.336561335992782
24,-16.492411575792357,0.10740943583901781,4.306430391550335
25,-17.34186734110117,0.14926333857807472,4.298008930819197
26,-18.48521290794015,-0.011881966417875426,4.2828186852047185
27,-19.550910524837672,-0.1428375514433607,4.271343388880927
28,-20.594186552800238,-0.2285521702965863,4.2599757907676805
29,-21.70930841267109,-0.4645252443655442,4.248293163813593
30,-22.544505199231207,-0.23462777464517073,4.245115531801824
31,-23.591670847684146,-0.25687346891847385,4.236815758953024
32,-24.563392280042173,-0.269338530416795,4.2306021496860815
33,-25.41071435958147,0.023090400167669865,4.228424549457848
34,-26.396031599119304,0.01432854524737541,4.2225868071908215
35,-27.36110347509384,0.028967728176864355,4.217305894994946
36,-28.343513108044863,0.02092995991979184,4.210085950938842
37,-29.39904434941709,-0.04472940199313724,4.2031043448198275
38,-30.373373084887863,-0.08532918799280358,4.198586322423513
39,-31.581969864666462,-0.323572479574356,4.188759275329293
40,-32.60706071071327,-0.36352330659127474,4.183603991616812
41,-33.63289254680276,-0.35576825116379984,4.178913853924153
42,-34.62793447608128,-0.37133041654821614,4.175030953157906
43,-35.53220689799637,-0.2795205015434654,4.172912508542149
44,-36.48621424175799,-0.23727804778018843,4.170147630949484
45,-37.49432701403275,-0.2551608160905527,4.166386826117671
46,-38.386163799092174,-0.0918977040048555,4.165298688346233
47,-39.27300861030817,0.009224061528513915,4.164477518751104
48,-40.21723382920027,0.048496753862632844,4.162184563218323
49,-41.12818110277876,0.12414779192240286,4.16062454799331
50,-42.05175409703516,0.22968325607284473,4.159241505574855
