UAV_NUM,Avg_Profit,Avg_Reward_Norm,Avg_Reward_Raw
1,4.710209354937442,0.40683687122113277,8.679409354937443
2,3.1030130773492073,0.6992851394190693,4.69993790452927
3,1.4093253459796906,0.4977350826455713,3.308347700535858
4,0.5078816655498919,0.6338792742677566,2.9489520410699597
5,-0.5072218508532981,0.5918988231581619,2.6227123837223454
6,-1.5504234706511841,0.776784649142939,2.5112421282179183
7,-2.5511444468113185,0.7059391405200212,2.42940734237249
8,-3.884043035150955,0.5496832480622984,2.0572965648891963
9,-4.876250354677973,0.7201555445228965,2.069936942799666
10,-5.753931214732058,0.5971241510971326,2.153379372611963
11,-6.631869942810336,0.6015869508926699,2.097339892448276
12,-7.632469265159251,0.7390918146256726,1.9932920861749355
13,-8.688987369966286,0.5484765381725503,2.028464904863255
14,-9.44919679442126,0.5918921338704279,2.1680805268428442
15,-10.694380864925899,0.4325722221632537,1.894848885204183
16,-11.282176494963036,0.8341675922600158,2.1409921759124435
17,-12.478839624971119,0.7128474243057903,2.1266554361577485
18,-13.69486456469125,0.6677314281505271,1.8873150582568414
19,-14.647140986002475,0.5974228148336299,1.9174844208813053
20,-15.601067110705852,0.5189434988153061,1.9497731876422755
21,-16.39960536787288,0.6195207676149688,2.0909306354507446
22,-17.191301320031805,0.6885799373576947,2.1595546487647215
23,-18.25409842181308,0.5062869269818654,2.1444188995821944
24,-19.58850661447619,0.8450367536448485,1.9438434526100512
25,-20.57572445353319,0.8031740731280099,1.9188664776640234
26,-21.6867500619496,0.3990220995866756,1.8527737505649533
27,-22.368355524902448,0.6801543620791881,2.001905705390259
28,-23.0549676739547,0.8862414927058765,2.173039093482357
29,-24.053690999802427,0.7549473645827726,2.1911609742165266
30,-25.062739006477056,0.7529782680754505,2.226164445116259
31,-26.03987815708296,0.5634260834221537,2.204944595812609
32,-26.779280030670158,0.6554537102897395,2.316694054480474
33,-27.822698323500855,0.6090943689933767,2.3582410795747006
34,-28.365232135807265,0.8136529693378005,2.500003027028357
35,-29.40533519640901,0.7706095001799425,2.514898989339767
36,-31.618730872496446,0.685073614839369,1.8963249568777685
37,-32.38762045208198,0.7186741123189212,1.9764688917110866
38,-33.288026885936816,0.6619132815864064,1.9980848197272398
39,-34.23041938464313,0.6742210512802919,2.0636013664951816
40,-35.24676792805385,0.49636618734349397,2.0373031507089796
41,-36.22918558737611,0.5094610637901036,2.0389372878570926
42,-37.09174330446599,0.6830680187208704,2.1682695994461154
43,-37.96081329407332,0.6170255986469451,2.176986034317756
44,-38.88421387100588,0.5608608396937743,2.2130976599278847
45,-39.77582712680212,0.7059753575006763,2.2891910902494486
46,-40.818898973270066,0.6686830759148601,2.3036476024059693
47,-41.75824779529528,0.6941975243030629,2.37755329125754
48,-42.70889340845187,0.6131299947927455,2.374960735177156
49,-43.785274166334474,0.4894539515330873,2.3198563869824
50,-44.39881432191841,0.7060969440663204,2.4711250780129816
